,VideoID,Title,Description,View_Count,Like_Count,Dislike_Count,Favorite_Count,Comment_Count,Duration,Definition
43,JAAhQwcJ20U,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),"Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt 
Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996) Official Trailer #1

""Don't Be a Menace to South Central While Drinking your Juice in the Hood"" is a parody of a lot of black U.S. movies, for instance ""Boyz n the Hood"", ""South Central"", ""Menace II Society"", ""Higher Learning"" and ""Juice"". We follow Ashtray as he returns to the place he grew up in and meet his father and his basket-case friends. Crazy stuff happens. For example, Ashtray is older than his father and his best friend Loc Dog's grandmother is a trigger-happy old lady who blames her eccentric-looking kid for not being tough enough.


Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.",624554,3189,107,0,93,PT1M32S,hd
44,MubmJ2jwvOM,Lawnmower Man 2: Beyond Cyberspace (1996),"Lawnmower Man 2: Jobe's War Trailer 1995
Director: Farhad Mann
Starring: Austin O'Brien, Ely Pouget, Kevin Conway, Matt Frewer, Patrick Bergin, Camille Cooper

Official Content From New Line Home Entertainment

Empowered to an almost godlike status in 'virtual reality', a former simpleton takes revenge for past mistreatment in the real world.

Movie, Lawnmower Man 2: Jobe's War Movie,Lawnmower Man 2: Jobe's War Trailer,Lawnmower Man 2: Jobe's War 1995, Farhad Mann,Austin O'Brien, Ely Pouget, Kevin Conway, Matt Frewer, Patrick Bergin, Camille Cooper",19618,99,5,0,30,PT1M47S,sd
45,YC3npzqwXcs,Fair Game (1995),"Fair Game Trailer 1995
Starring: Cindy Crawford, William Baldwin, Steven Berkoff, Christopher McDonald, Miguel Sandoval,  

Official Content From Warner Home Video

Supermodel Cindy Crawford makes her theatrical debut as an attorney with a dangerous secret. Targeted by the Russian mob, she is, of course, protected by a handsome cop.

Movie, Fair Game Movie,Fair Game Trailer,Fair Game 1995, Cindy Crawford, William Baldwin, Steven Berkoff, Christopher McDonald, Miguel Sandoval,",198083,413,26,0,48,PT1M54S,sd
46,hck5I4F1OgU,"Misérables, Les (1995)","Les Miserables Trailer 1995
Director: Claude Lelouch
Starring: Jean-Paul Belmondo, Clementine Celarie, Michel Boujenah, Philippe Leotard, Alessandra Martines, Annie Giradot

Official Content From Warner Home Video

Set in World War II. A humble furniture mover helps a Jewish family escape German occupation. Based on Victor Hugo's classic novel. French with English subtitles.

Movie, Les Miserables Movie,Les Miserables Trailer,Les Miserables 1995, Claude Lelouch,Jean-Paul Belmondo, Clementine Celarie, Michel Boujenah, Philippe Leotard, Alessandra Martines, Annie Giradot",10118,49,1,0,5,PT1M46S,sd
47,GJ6-ymSjShg,Bed of Roses (1996),A really cute movie. Christian Slater is  great!,441881,1135,23,0,161,PT2M5S,sd
48,1AeAvE3FxQ8,Screamers (1995),"Screamers Trailer 1996
Director: Christian Duguay
Starring: Charles Powell, Bruce Boa, Ron White,  ,  ,  

Official Content From Sony Pictures Home Entertainment

Designed to protect the people of a war-torn planet, an army of artificially intelligent weapons begin to evolve into wild and brutal predators.

Movie, Screamers Movie,Screamers Trailer,Screamers 1996, Christian Duguay,Charles Powell, Bruce Boa, Ron White,  ,  ,",13929,32,2,0,1,PT1M57S,sd
49,xjPZbigB4NA,Nico Icon (1995),"La storia di Nico, chanteuse",2163,16,0,0,3,PT1H7M33S,sd
50,kDdwRURSEzI,"Crossing Guard, The (1995)","Starring: Jack Nicholson, David Morse, and Anjelica Huston
The Crossing Guard (1995) Official Trailer 1 - Jack Nicholson Movie

Freddie Gale is a seedy jeweler who has sworn to kill the drunk driver who killed his little girl.

Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
We're on SNAPCHAT: http://bit.ly/2cOzfcy
Like us on FACEBOOK: http://bit.ly/1QyRMsE
Follow us on TWITTER: http://bit.ly/1ghOWmt

Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.",33826,196,9,0,14,PT1M55S,hd
51,Awng-jZnkoY,"Juror, The (1996)",Good movie. Alec Baldwin is so great in this!,246366,316,34,0,60,PT2M9S,sd
52,i1o_PO3ridY,Things to Do in Denver When You're Dead (1995),Movie trailer of Things to do in Denver when you are dead starring Andy Garcia,154275,186,15,0,34,PT1M55S,sd
53,qiAyu1qKkfE,Antonia's Line (Antonia) (1995),"Antonia's Line Trailer 1995
Director: Marlene Gorris
Starring: Jan Decleir, Willeke Van Ammelrooy, Els Dottermans, Marina De Graaf, Mils Seghers, Mil Seghers

Official Content From BMG

After the devastation of World War II, an inspiring woman makes a new home with her daughter in a quiet Dutch town.

Movie, Antonia's Line Movie,Antonia's Line Trailer,Antonia's Line 1995, Marlene Gorris,Jan Decleir, Willeke Van Ammelrooy, Els Dottermans, Marina De Graaf, Mils Seghers, Mil Seghers",14024,18,3,0,1,PT1M38S,sd
54,UwkAOHd8WRU,Once Upon a Time... When We Were Colored (1995),"Once Upon A Time, When We Were Colored Trailer 1996
Director: Tim Reid
Starring: Al Freeman, Jr., Isaac Hayes,  Leon, Richard Roundtree, Phylicia Rashad, Paula Kelly

Official Content From Republic Pictures Home Video

The chronicle of a young African American boy, coming-of-age in the segregated South. Based on the critically acclaimed memoir by Clifton L. Taulbert. Great ensemble cast in a labor of love.

Movie, Once Upon A Time, When We Were Colored Movie,Once Upon A Time, When We Were Colored Trailer,Once Upon A Time, When We Were Colored 1996, Tim Reid,Al Freeman, Jr., Isaac Hayes,  Leon, Richard Roundtree, Phylicia Rashad, Paula Kelly",14190,94,0,0,6,PT2M17S,sd
55,FmYKCjilWAs,Last Summer in the Hamptons (1995),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt
Last Summer in the Hamptons (1995) Official Trailer #1 - Comedy Movie HD

Filmed entirely on location in East Hampton, Long Island, ""Last Summer in the Hamptons"" concerns a large theatrical family spending the last weekend of their summer together at the decades-old family retreat which economic circumstances have forced them to put on the market.

Cast:
Roddy McDowall: http://j.mp/XCkrxX
Martha Plimpton: http://j.mp/14fP6s1
Holland Taylor: http://j.mp/TJJOkl

Director:
Henry Jaglom

Producer:
Judith Wolinsky

Writer:
Henry Jaglom
Victoria Foyt

Editor:
Henry Jaglom

Cinematographer:
Hanania Baer

Composer:",11867,30,4,0,4,PT3M17S,hd
56,bdqnz-FtIog,Angels and Insects (1995),"Angels And Insects Trailer 1995
Director: Philip Haas
Starring: Anna Massey, Jeremy Kemp, Kristin Scott Thomas, Patsy Kensit, Mark Rylance,  

Official Content From MGM Home Entertainment

When a working class man marries a wealthy woman, he soon finds his newly priviliged life is full of erotic decadance and illicit passion.

Movie, Angels And Insects Movie,Angels And Insects Trailer,Angels And Insects 1995, Philip Haas,Anna Massey, Jeremy Kemp, Kristin Scott Thomas, Patsy Kensit, Mark Rylance,",51864,86,6,0,8,PT2M40S,sd
57,FjPueQfeQLs,Dunston Checks In (1996),"Dunston Checks In Trailer 1995
Director: Ken Kwapis
Starring: Faye Dunaway, Jason Alexander, Paul Reubens, Rupert Everett, Eric Lloyd, Glenn Shadix

Official Content From Twentieth Century Fox Home Entertainment

A posh Manhatten hotel turns into a three-ring circus when a fugitive orangutan named Dunston and his jewel thief master check-in for a visit.

Movie, Dunston Checks In Movie,Dunston Checks In Trailer,Dunston Checks In 1995, Ken Kwapis,Faye Dunaway, Jason Alexander, Paul Reubens, Rupert Everett, Eric Lloyd, Glenn Shadix",100600,228,16,0,9,PT1M3S,sd
58,BRgCb1QjOv4,Black Sheep (1996),Esse filme é muito bom,93370,120,4,0,21,PT2M27S,sd
59,qgHHBYzgL-s,Mary Reilly (1996),"We are somewhere in England in the 19th century. A Pretty housemaid works in a nice house, which is Dr. Jekyll's house. Mary Reilly think she found her best job, because she is poor and the doctor is well-known and rich. The film tells the 'Dr. Jekyll and Mr. Hyde' story as a woman sees the two men, one of them is good and the other is evil. And she loves them ...
With Julia Roberts and John Malkovich",42953,112,6,0,8,PT2M15S,sd
60,M2Wl4li8TFo,"Hate (Haine, La) (1995)","Those are our three reasons. What are yours? 

Out on DVD now, on Blu-ray 5/8: http://www.criterion.com/films/216-la-haine",164612,2210,19,0,117,PT1M31S,hd
61,cR1Zvw5MmLs,Shopping (1994),"It was notably the first leading role for Jude Law.
No copyright infringment intented.
I don't own nothing.",30143,88,4,0,17,PT11M,sd
62,OlCO01s1upA,City Hall (1996),"John Cusack (""High Fidelity,"" ""Being John Malkovich"") stars as the dedicated deputy mayor to popular New York City mayor, Academy Award-winner Al Pacino (""Insomnia,"" ""Any Given Sunday""). When a shooting in Brooklyn escalates into a citywide scandal, Cusack discovers that the road to the truth has many detours. This powerful political drama stars Bridget Fonda (""A Simple Plan,"" ""Jackie Brown""), Oscar-winner Martin Landau (""The Majestic,"" ""Ready to Rumble""), Oscar-nominee and Emmy-winner Danny Aiello (""2 Days in the Valley,"" ""The Professional""), and Oscar-nominees David Paymer (""State and Main,"" ""Bait"") and Tony Franciosa (""The Drowning Pool,"" ""A Hatful of Rain"").",41253,142,7,0,4,PT2M4S,sd
63,hspUSez-rYY,Bottle Rocket (1996),"Trailer for Wes Anderson's film starring Luke Wilson, Owen Wilson, James Caan, Robert Musgrave, Lumi Cavazos, Andrew Wilson, Kumar Pallana, Ned Dowd, Shea Fowler, Haley Miller, Dipak Pallana,Tak Kubota,  Brian Tenenbaum, Jenni Tooley, Temple Nash, Darryl Cox, Stephen Dignan, Julie Mayfield,",487515,961,31,0,65,PT2M44S,sd
64,ppsp24yW7ac,Unforgettable (1996),"Unforgettable Trailer 1995
Director: John Dahl
Starring: Christopher McDonald, David Paymer, Linda Fiorentino, Peter Coyote, Ray Liotta, Kim Cattrall

Official Content From MGM Home Entertainment

Accused of killing his wife, a man finds that the crucial evidence needed to clear him can only be exhumed from his dead wife's memories with the help of a 'forensic visionary'.

Movie, Unforgettable Movie,Unforgettable Trailer,Unforgettable 1995, John Dahl,Christopher McDonald, David Paymer, Linda Fiorentino, Peter Coyote, Ray Liotta, Kim Cattrall",4917,17,0,0,2,PT2M11S,sd
65,y1emDAYCfVQ,Happy Gilmore (1996),"Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt

Happy Gilmore Trailer - Directed by Dennis Dugan and starring Adam Sandler, Christopher McDonald, Carl Weathers, Allen Covert, Robert Smigel. Failed hockey player-turned-golf whiz Happy Gilmore is determined to win a PGA tournament so he can save his granny's house with the prize money. Meanwhile, an attractive tour publicist tries to soften Happy's image.

Universal - 1996",902894,2156,116,0,174,PT2M16S,sd
66,Up-oN4NtvbM,"Bridges of Madison County, The (1995)","The Bridges of Madison County (1995) Official Trailer - Meryl Streep, Clint Eastwood Movie HD
Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://bit.ly/1QyRMsE
Follow us on TWITTER: http://bit.ly/1ghOWmt

Photographer Robert Kincaid wanders into the life of housewife Francesca Johnson, for four days in the 1960s.

Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.",1055659,3292,146,0,312,PT1M22S,hd
67,Rb6vdGA8Iy8,Nobody Loves Me (Keiner liebt mich) (1994),"""It's always the same time, understand? It's always now!""",2603,26,0,0,1,PT2M22S,sd
68,foBVdhrrOJ8,Catwalk (1996),c,171561,657,22,0,120,PT9M57S,sd
69,1cnoM8EiGGU,Braveheart (1995),the movie trailer for braveheart starring Mel Gibson. Proud to be scottish.,505626,1139,50,0,146,PT2M13S,sd
70,cujiHDeqnHY,Taxi Driver (1976),"Taxi Driver 1976 - [Official Trailer HD] Director: Martin Scorsese 
A mentally unstable Vietnam war veteran works as a nighttime taxi driver in New York City where the perceived decadence and sleaze feeds his urge to violently lash out, attempting to save a teenage prostitute in the process.
Director: Martin Scorsese
Writer: Paul Schrader
Stars: Robert De Niro, Jodie Foster and Cybill Shepherd
http://culturafilmesonline.blogspot.com.br/",796821,3438,75,0,338,PT3M22S,hd
71,q7vg8uGzLts,Rumble in the Bronx (Hont faan kui) (1995),"Subscribe to CLASSIC TRAILERS: http://bit.ly/1u43jDe
Subscribe to TRAILERS: http://bit.ly/sxaw6h
Subscribe to COMING SOON: http://bit.ly/H2vZUn
Like us on FACEBOOK: http://goo.gl/dHs73
Follow us on TWITTER: http://bit.ly/1ghOWmt 
Rumble In The Bronx (1995) Official Trailer - Jackie Chan, Anita Mui Action Movie HD

A young man visiting and helping his uncle in New York City finds himself forced to fight a street gang and the mob with his martial art skills.

Welcome to the Fandango MOVIECLIPS Trailer Vault Channel. Where trailers from the past, from recent to long ago, from a time before YouTube, can be enjoyed by all. We search near and far for original movie trailer from all decades. Feel free to send us your trailer requests and we will do our best to hunt it down.",421515,1402,46,0,106,PT1M2S,hd
72,KRrUiYxr5dc,Before and After (1996),"How well do you know your child?  If they did something awful, how far would you go to protect them, not only from outside forces, but from themselves?  These are the intriguing questions that the gripping first act of Before and After sets up.  Unfortunately, with a muddled second act, the film loses sight of these questions and quickly sinks into overwrought territory that's marred by maudlin speeches and silly handwringing.
http://www.theparallaxreview.com/on_cable/before_and_after.html",68916,63,13,0,4,PT2M29S,sd
73,S82xxKIURF4,Margaret's Museum (1995),"trailer for the movie margaret's museum starring Helena Bohnam Carter, Clive Russell and Kate Melligan. Music in trailer is The Rankins ""Chi Mi Na Morbheanna""",25861,42,1,0,20,PT1M59S,sd
74,HFMnh-n7U7w,Anne Frank Remembered (1995),"Narrated by Kenneth Branagh and Glenn Close, this documentary features vintage newsreels, photographs and even a rare home movie to look beyond the celebrated pages of Anne's diary. Anne's life serves once more as an unforgettable symbol of--and tribute to--the many lives lost in the Holocaust. Oscar Winner for Best Documentary, Feature.",69284,203,7,0,14,PT1M5S,sd
